12.0000	0.0012	0.1200
12.0000	0.0036	0.2376
12.0000	0.0071	0.3528
12.0000	0.0118	0.4657
12.0000	0.0175	0.5764
12.0000	0.0244	0.6848
12.0000	0.0323	0.7910
12.0000	0.0412	0.8951
12.0000	0.0512	0.9971
12.0000	0.0622	1.0971
12.0000	0.0741	1.1950
12.0000	0.0870	1.2910
12.0000	0.1009	1.3851
12.0000	0.1157	1.4772
12.0000	0.1313	1.5675
12.0000	0.1479	1.6560
12.0000	0.1653	1.7427
12.0000	0.1836	1.8277
12.0000	0.2027	1.9110
12.0000	0.2226	1.9926
12.0000	0.2434	2.0725
12.0000	0.2649	2.1508
12.0000	0.2871	2.2276
12.0000	0.3102	2.3028
12.0000	0.3339	2.3766
12.0000	0.3584	2.4488
12.0000	0.3836	2.5196
12.0000	0.4095	2.5889
12.0000	0.4361	2.6569
12.0000	0.4633	2.7235
12.0000	0.4912	2.7887
12.0000	0.5197	2.8527
12.0000	0.5489	2.9153
12.0000	0.5786	2.9767
12.0000	0.6090	3.0369
12.0000	0.6400	3.0959
12.0000	0.6715	3.1536
12.0000	0.7036	3.2103
12.0000	0.7363	3.2657
12.0000	0.7695	3.3201
12.0000	0.8032	3.3734
12.0000	0.8375	3.4256
12.0000	0.8722	3.4767
12.0000	0.9075	3.5268
12.0000	0.9433	3.5759
12.0000	0.9795	3.6241
12.0000	1.0162	3.6712
12.0000	1.0534	3.7174
12.0000	1.0910	3.7627
12.0000	1.1291	3.8071
12.0000	1.1676	3.8505
12.0000	1.2065	3.8931
12.0000	1.2459	3.9349
12.0000	1.2856	3.9758
12.0000	1.3258	4.0159
12.0000	1.3663	4.0552
12.0000	1.4073	4.0937
12.0000	1.4486	4.1314
12.0000	1.4903	4.1683
12.0000	1.5323	4.2046
12.0000	1.5747	4.2400
12.0000	1.6175	4.2748
12.0000	1.6606	4.3089
12.0000	1.7040	4.3423
12.0000	1.7477	4.3750
12.0000	1.7918	4.4071
12.0000	1.8362	4.4385
12.0000	1.8809	4.4693
12.0000	1.9259	4.4994
12.0000	1.9712	4.5290
12.0000	2.0167	4.5580
12.0000	2.0626	4.5864
12.0000	2.1087	4.6142
12.0000	2.1552	4.6414
12.0000	2.2018	4.6681
12.0000	2.2488	4.6943
12.0000	2.2960	4.7199
12.0000	2.3434	4.7451
12.0000	2.3911	4.7697
12.0000	2.4391	4.7938
12.0000	2.4872	4.8175
12.0000	2.5356	4.8406
12.0000	2.5843	4.8633
12.0000	2.6331	4.8856
12.0000	2.6822	4.9074
12.0000	2.7315	4.9288
12.0000	2.7810	4.9497
12.0000	2.8307	4.9702
12.0000	2.8806	4.9903
12.0000	2.9307	5.0100
12.0000	2.9810	5.0293
12.0000	3.0315	5.0482
12.0000	3.0821	5.0667
12.0000	3.1330	5.0849
12.0000	3.1840	5.1027
12.0000	3.2352	5.1201
12.0000	3.2866	5.1372
12.0000	3.3381	5.1539
12.0000	3.3898	5.1704
12.0000	3.4417	5.1864
12.0000	3.4937	5.2022
12.0000	3.5459	5.2176
12.0000	3.5982	5.2327
12.0000	3.6507	5.2476
12.0000	3.7033	5.2621
12.0000	3.7561	5.2763
12.0000	3.8090	5.2903
12.0000	3.8620	5.3039
12.0000	3.9152	5.3173
12.0000	3.9685	5.3304
12.0000	4.0219	5.3433
12.0000	4.0755	5.3559
12.0000	4.1292	5.3682
12.0000	4.1830	5.3803
12.0000	4.2369	5.3922
12.0000	4.2909	5.4038
12.0000	4.3451	5.4152
12.0000	4.3994	5.4264
12.0000	4.4537	5.4373
12.0000	4.5082	5.4480
12.0000	4.5628	5.4585
12.0000	4.6175	5.4688
12.0000	4.6723	5.4789
12.0000	4.7272	5.4887
12.0000	4.7821	5.4984
12.0000	4.8372	5.5079
12.0000	4.8924	5.5172
12.0000	4.9477	5.5263
12.0000	5.0030	5.5352
12.0000	5.0584	5.5439
12.0000	5.1140	5.5525
12.0000	5.1696	5.5609
12.0000	5.2253	5.5691
12.0000	5.2810	5.5772
12.0000	5.3369	5.5851
12.0000	5.3928	5.5928
12.0000	5.4488	5.6004
12.0000	5.5049	5.6078
12.0000	5.5611	5.6151
12.0000	5.6173	5.6223
12.0000	5.6736	5.6293
12.0000	5.7299	5.6361
12.0000	5.7864	5.6428
12.0000	5.8429	5.6494
12.0000	5.8994	5.6559
12.0000	5.9560	5.6622
12.0000	6.0127	5.6684
12.0000	6.0695	5.6744
12.0000	6.1263	5.6804
12.0000	6.1831	5.6862
12.0000	6.2401	5.6919
12.0000	6.2970	5.6975
12.0000	6.3541	5.7030
12.0000	6.4111	5.7083
12.0000	6.4683	5.7136
12.0000	6.5255	5.7188
12.0000	6.5827	5.7238
12.0000	6.6400	5.7288
12.0000	6.6973	5.7336
12.0000	6.7547	5.7384
12.0000	6.8121	5.7430
12.0000	6.8696	5.7476
12.0000	6.9271	5.7521
12.0000	6.9847	5.7565
12.0000	7.0423	5.7607
12.0000	7.1000	5.7650
12.0000	7.1576	5.7691
12.0000	7.2154	5.7731
12.0000	7.2732	5.7771
12.0000	7.3310	5.7810
12.0000	7.3888	5.7848
12.0000	7.4467	5.7885
12.0000	7.5046	5.7921
12.0000	7.5626	5.7957
12.0000	7.6206	5.7992
12.0000	7.6786	5.8027
12.0000	7.7367	5.8060
12.0000	7.7947	5.8093
12.0000	7.8529	5.8126
12.0000	7.9110	5.8157
12.0000	7.9692	5.8188
12.0000	8.0274	5.8219
12.0000	8.0857	5.8249
12.0000	8.1440	5.8278
12.0000	8.2023	5.8306
12.0000	8.2606	5.8334
12.0000	8.3190	5.8362
12.0000	8.3774	5.8389
12.0000	8.4358	5.8415
12.0000	8.4942	5.8441
12.0000	8.5527	5.8466
12.0000	8.6112	5.8491
12.0000	8.6697	5.8516
12.0000	8.7282	5.8539
12.0000	8.7868	5.8563
12.0000	8.8454	5.8586
12.0000	8.9040	5.8608
12.0000	8.9626	5.8630
12.0000	9.0213	5.8652
12.0000	9.0799	5.8673
12.0000	9.1386	5.8693
12.0000	9.1973	5.8714
12.0000	9.2561	5.8733
12.0000	9.3148	5.8753
12.0000	9.3736	5.8772
12.0000	9.4324	5.8791
12.0000	9.4912	5.8809
12.0000	9.5500	5.8827
12.0000	9.6089	5.8845
12.0000	9.6677	5.8862
12.0000	9.7266	5.8879
12.0000	9.7855	5.8895
12.0000	9.8444	5.8911
12.0000	9.9033	5.8927
12.0000	9.9623	5.8943
12.0000	10.0212	5.8958
12.0000	10.0802	5.8973
12.0000	10.1392	5.8988
12.0000	10.1982	5.9002
12.0000	10.2572	5.9016
12.0000	10.3163	5.9030
12.0000	10.3753	5.9043
12.0000	10.4344	5.9057
12.0000	10.4934	5.9070
12.0000	10.5525	5.9082
12.0000	10.6116	5.9095
12.0000	10.6707	5.9107
12.0000	10.7298	5.9119
12.0000	10.7890	5.9131
12.0000	10.8481	5.9142
12.0000	10.9073	5.9153
12.0000	10.9664	5.9164
12.0000	11.0256	5.9175
12.0000	11.0848	5.9186
12.0000	11.1440	5.9196
12.0000	11.2032	5.9206
12.0000	11.2624	5.9216
12.0000	11.3216	5.9226
12.0000	11.3809	5.9235
12.0000	11.4401	5.9245
12.0000	11.4994	5.9254
12.0000	11.5586	5.9263
12.0000	11.6179	5.9272
12.0000	11.6772	5.9280
12.0000	11.7365	5.9289
12.0000	11.7958	5.9297
12.0000	11.8551	5.9305
12.0000	11.9144	5.9313
12.0000	11.9737	5.9321
12.0000	12.0330	5.9329
12.0000	12.0924	5.9336
12.0000	12.1517	5.9344
12.0000	12.2111	5.9351
12.0000	12.2704	5.9358
12.0000	12.3298	5.9365
12.0000	12.3891	5.9371
12.0000	12.4485	5.9378
12.0000	12.5079	5.9385
12.0000	12.5673	5.9391
12.0000	12.6267	5.9397
12.0000	12.6861	5.9403
12.0000	12.7455	5.9409
12.0000	12.8049	5.9415
12.0000	12.8643	5.9421
12.0000	12.9238	5.9427
12.0000	12.9832	5.9432
12.0000	13.0426	5.9438
12.0000	13.1021	5.9443
12.0000	13.1615	5.9448
12.0000	13.2210	5.9453
12.0000	13.2804	5.9458
12.0000	13.3399	5.9463
12.0000	13.3994	5.9468
12.0000	13.4588	5.9473
12.0000	13.5183	5.9477
12.0000	13.5778	5.9482
12.0000	13.6373	5.9486
12.0000	13.6968	5.9490
12.0000	13.7563	5.9495
12.0000	13.8158	5.9499
12.0000	13.8753	5.9503
12.0000	13.9348	5.9507
12.0000	13.9943	5.9511
12.0000	14.0538	5.9515
12.0000	14.1133	5.9518
12.0000	14.1729	5.9522
12.0000	14.2324	5.9526
12.0000	14.2919	5.9529
12.0000	14.3514	5.9533
12.0000	14.4110	5.9536
12.0000	14.4705	5.9539
12.0000	14.5301	5.9543
12.0000	14.5896	5.9546
12.0000	14.6492	5.9549
12.0000	14.7087	5.9552
12.0000	14.7683	5.9555
12.0000	14.8278	5.9558
12.0000	14.8874	5.9561
12.0000	14.9469	5.9564
12.0000	15.0065	5.9566
12.0000	15.0661	5.9569
12.0000	15.1257	5.9572
12.0000	15.1852	5.9574
12.0000	15.2448	5.9577
12.0000	15.3044	5.9579
12.0000	15.3640	5.9582
12.0000	15.4235	5.9584
12.0000	15.4831	5.9587
12.0000	15.5427	5.9589
12.0000	15.6023	5.9591
12.0000	15.6619	5.9593
12.0000	15.7215	5.9596
12.0000	15.7811	5.9598
12.0000	15.8407	5.9600
12.0000	15.9003	5.9602
12.0000	15.9599	5.9604
12.0000	16.0195	5.9606
12.0000	16.0791	5.9608
12.0000	16.1387	5.9610
12.0000	16.1983	5.9612
12.0000	16.2580	5.9613
12.0000	16.3176	5.9615
12.0000	16.3772	5.9617
12.0000	16.4368	5.9619
12.0000	16.4964	5.9620
12.0000	16.5560	5.9622
12.0000	16.6157	5.9623
12.0000	16.6753	5.9625
12.0000	16.7349	5.9627
12.0000	16.7946	5.9628
12.0000	16.8542	5.9630
12.0000	16.9138	5.9631
12.0000	16.9734	5.9632
12.0000	17.0331	5.9634
12.0000	17.0927	5.9635
12.0000	17.1523	5.9636
12.0000	17.2120	5.9638
12.0000	17.2716	5.9639
12.0000	17.3313	5.9640
12.0000	17.3909	5.9642
12.0000	17.4506	5.9643
12.0000	17.5102	5.9644
12.0000	17.5698	5.9645
12.0000	17.6295	5.9646
12.0000	17.6891	5.9647
12.0000	17.7488	5.9648
12.0000	17.8084	5.9649
12.0000	17.8681	5.9651
12.0000	17.9277	5.9652
12.0000	17.9874	5.9653
12.0000	18.0470	5.9654
12.0000	18.1067	5.9655
12.0000	18.1663	5.9655
12.0000	18.2260	5.9656
12.0000	18.2857	5.9657
12.0000	18.3453	5.9658
12.0000	18.4050	5.9659
12.0000	18.4646	5.9660
12.0000	18.5243	5.9661
12.0000	18.5840	5.9662
12.0000	18.6436	5.9662
12.0000	18.7033	5.9663
12.0000	18.7630	5.9664
12.0000	18.8226	5.9665
12.0000	18.8823	5.9665
12.0000	18.9419	5.9666
12.0000	19.0016	5.9667
12.0000	19.0613	5.9668
12.0000	19.1210	5.9668
12.0000	19.1806	5.9669
12.0000	19.2403	5.9670
12.0000	19.3000	5.9670
12.0000	19.3596	5.9671
12.0000	19.4193	5.9671
12.0000	19.4790	5.9672
12.0000	19.5386	5.9673
12.0000	19.5983	5.9673
12.0000	19.6580	5.9674
12.0000	19.7177	5.9674
12.0000	19.7773	5.9675
12.0000	19.8370	5.9675
12.0000	19.8967	5.9676
12.0000	19.9564	5.9676
12.0000	20.0160	5.9677
12.0000	20.0757	5.9677
12.0000	20.1354	5.9678
12.0000	20.1951	5.9678
12.0000	20.2548	5.9679
12.0000	20.3144	5.9679
12.0000	20.3741	5.9680
12.0000	20.4338	5.9680
12.0000	20.4935	5.9681
12.0000	20.5532	5.9681
12.0000	20.6128	5.9681
12.0000	20.6725	5.9682
12.0000	20.7322	5.9682
12.0000	20.7919	5.9683
12.0000	20.8516	5.9683
12.0000	20.9113	5.9683
12.0000	20.9709	5.9684
12.0000	21.0306	5.9684
12.0000	21.0903	5.9684
12.0000	21.1500	5.9685
12.0000	21.2097	5.9685
12.0000	21.2694	5.9685
12.0000	21.3290	5.9686
12.0000	21.3887	5.9686
12.0000	21.4484	5.9686
12.0000	21.5081	5.9687
12.0000	21.5678	5.9687
12.0000	21.6275	5.9687
12.0000	21.6872	5.9688
12.0000	21.7469	5.9688
12.0000	21.8065	5.9688
12.0000	21.8662	5.9688
12.0000	21.9259	5.9689
12.0000	21.9856	5.9689
12.0000	22.0453	5.9689
12.0000	22.1050	5.9689
12.0000	22.1647	5.9690
12.0000	22.2244	5.9690
12.0000	22.2841	5.9690
12.0000	22.3438	5.9690
12.0000	22.4034	5.9691
12.0000	22.4631	5.9691
12.0000	22.5228	5.9691
12.0000	22.5825	5.9691
12.0000	22.6422	5.9691
12.0000	22.7019	5.9692
12.0000	22.7616	5.9692
12.0000	22.8213	5.9692
12.0000	22.8810	5.9692
12.0000	22.9407	5.9692
12.0000	23.0004	5.9693
12.0000	23.0601	5.9693
12.0000	23.1197	5.9693
12.0000	23.1794	5.9693
12.0000	23.2391	5.9693
12.0000	23.2988	5.9693
12.0000	23.3585	5.9694
12.0000	23.4182	5.9694
12.0000	23.4779	5.9694
12.0000	23.5376	5.9694
12.0000	23.5973	5.9694
12.0000	23.6570	5.9694
12.0000	23.7167	5.9695
12.0000	23.7764	5.9695
12.0000	23.8361	5.9695
12.0000	23.8958	5.9695
12.0000	23.9555	5.9695
12.0000	24.0152	5.9695
12.0000	24.0749	5.9695
12.0000	24.1345	5.9695
12.0000	24.1942	5.9696
12.0000	24.2539	5.9696
12.0000	24.3136	5.9696
12.0000	24.3733	5.9696
12.0000	24.4330	5.9696
12.0000	24.4927	5.9696
12.0000	24.5524	5.9696
12.0000	24.6121	5.9696
12.0000	24.6718	5.9696
12.0000	24.7315	5.9697
12.0000	24.7912	5.9697
12.0000	24.8509	5.9697
12.0000	24.9106	5.9697
12.0000	24.9703	5.9697
12.0000	25.0300	5.9697
12.0000	25.0897	5.9697
12.0000	25.1494	5.9697
12.0000	25.2091	5.9697
12.0000	25.2688	5.9697
12.0000	25.3285	5.9697
12.0000	25.3882	5.9698
12.0000	25.4479	5.9698
12.0000	25.5076	5.9698
12.0000	25.5673	5.9698
12.0000	25.6270	5.9698
12.0000	25.6867	5.9698
12.0000	25.7464	5.9698
12.0000	25.8061	5.9698
12.0000	25.8658	5.9698
12.0000	25.9255	5.9698
12.0000	25.9852	5.9698
12.0000	26.0449	5.9698
12.0000	26.1046	5.9698
12.0000	26.1643	5.9698
12.0000	26.2240	5.9699
12.0000	26.2836	5.9699
12.0000	26.3433	5.9699
12.0000	26.4030	5.9699
